KLVR Charger Detection Monitor - Started 2025-08-26 14:07:43
Monitoring: http://10.110.73.155:8000
============================================================

#  1 14:07:43 | [AAA TEST] Total: 10 | Detected AAA:  0 | Failed to detect: 10 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 27: KLVR-AA  | Baseline=1416mV | Calculated=1366mV | Δ=  50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 79 14:08:54 | [AAA TEST] Total:  2 | Detected AAA:  0 | Failed to detect:  2 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 2 AAA batteries not detected!
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 80 14:08:55 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
    📥 BATTERY COUNT: 2 → 3
# 81 14:08:55 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 82 14:08:56 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 83 14:08:56 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 84 14:08:57 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 85 14:08:57 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 86 14:08:57 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 87 14:08:58 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 88 14:08:58 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 89 14:08:59 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 90 14:08:59 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 91 14:09:00 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 92 14:09:00 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 93 14:09:01 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 94 14:09:01 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 95 14:09:01 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 96 14:09:02 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 97 14:09:02 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 98 14:09:03 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
# 99 14:09:03 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#100 14:09:04 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#101 14:09:04 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#102 14:09:04 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#103 14:09:05 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#104 14:09:05 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#105 14:09:06 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#106 14:09:06 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
#107 14:09:07 | [AAA TEST] Total:  3 | Detected AAA:  0 | Failed to detect:  3 | Retries: 0 | 🚨 DETECTION FAILED!
    🚨 SLOT 32: KLVR-AA  | Baseline=1552mV | Calculated=1602mV | Δ= -50mV | Cycle=1
    🚨 SLOT 35: KLVR-AA  | Baseline=1556mV | Calculated=1606mV | Δ= -50mV | Cycle=3
    🚨 SLOT 37: KLVR-AA  | Baseline=1576mV | Calculated=1622mV | Δ= -46mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 3 AAA batteries not detected!
    🔬 SLOT 32 DETAILS: Detected=KLVR-AA | Baseline=1552mV | Calculated=1602mV | Δ=-50mV | Cycle=1
    🔬 SLOT 35 DETAILS: Detected=KLVR-AA | Baseline=1556mV | Calculated=1606mV | Δ=-50mV | Cycle=3
    🔬 SLOT 37 DETAILS: Detected=KLVR-AA | Baseline=1576mV | Calculated=1622mV | Δ=-46mV | Cycle=2
