KLVR Charger Detection Monitor - Started 2025-08-26 15:01:19
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:01:19 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1558mV | Δ=1558mV | Cycle=2
#362 15:05:59 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#363 15:05:59 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#364 15:06:00 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#365 15:06:01 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#366 15:06:02 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#367 15:06:03 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#368 15:06:04 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#369 15:06:04 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#370 15:06:05 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#371 15:06:06 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=3
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=1546mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=1560mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=1568mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1574mV | Δ=1572mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=1542mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=1546mV | Cycle=3
#372 15:06:07 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#373 15:06:08 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#374 15:06:08 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#375 15:06:09 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#376 15:06:10 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#377 15:06:11 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#378 15:06:12 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#379 15:06:13 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#380 15:06:13 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#381 15:06:14 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=3
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=1546mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=1560mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=1568mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1574mV | Δ=1572mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=1542mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=1546mV | Cycle=3
#382 15:06:15 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#383 15:06:16 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#384 15:06:17 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#385 15:06:17 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#386 15:06:18 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#387 15:06:19 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#388 15:06:20 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#389 15:06:21 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#390 15:06:22 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#391 15:06:22 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=3
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=1546mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=1560mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=1568mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1574mV | Δ=1572mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=1542mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=1546mV | Cycle=3
#392 15:06:23 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#393 15:06:24 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#394 15:06:25 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#395 15:06:26 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#396 15:06:26 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#397 15:06:27 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#398 15:06:28 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#399 15:06:29 | [AAA TEST] Total: 22 | Detected AAA: 22 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#400 15:06:30 | [AAA TEST] Total: 24 | Detected AAA: 22 | Failed to detect:  2 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1554mV | Δ=1552mV | Cycle=3
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1060mV | AAA_OFF=1106mV | Δ= -46mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=1560mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    🚨 SLOT 29: KLVR-AA  | AAA_ON=1090mV | AAA_OFF=1132mV | Δ= -42mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=1560mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=1554mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=1572mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=1554mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=1548mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1594mV | Δ=1588mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=1562mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 2 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1060mV | AAA_OFF=1106mV | Δ=-46mV | Cycle=3
    🔬 SLOT 29 DETAILS: Detected=KLVR-AA | AAA_ON=1090mV | AAA_OFF=1132mV | Δ=-42mV | Cycle=2
    📥 BATTERY COUNT: 22 → 24
#401 15:06:30 | [AAA TEST] Total: 24 | Detected AAA: 22 | Failed to detect:  2 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1554mV | Δ=1552mV | Cycle=3
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1060mV | AAA_OFF=1106mV | Δ= -46mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=1560mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    🚨 SLOT 29: KLVR-AA  | AAA_ON=1090mV | AAA_OFF=1132mV | Δ= -42mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=1560mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=1554mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=1572mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=1554mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=1548mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1594mV | Δ=1588mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=1562mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 2 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1060mV | AAA_OFF=1106mV | Δ=-46mV | Cycle=3
    🔬 SLOT 29 DETAILS: Detected=KLVR-AA | AAA_ON=1090mV | AAA_OFF=1132mV | Δ=-42mV | Cycle=2
#402 15:06:31 | [AAA TEST] Total: 24 | Detected AAA: 22 | Failed to detect:  2 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1554mV | Δ=1552mV | Cycle=3
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1060mV | AAA_OFF=1106mV | Δ= -46mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=1560mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    🚨 SLOT 29: KLVR-AA  | AAA_ON=1090mV | AAA_OFF=1132mV | Δ= -42mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=1560mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=1554mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=1572mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=1554mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=1548mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1594mV | Δ=1588mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=1562mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 2 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1060mV | AAA_OFF=1106mV | Δ=-46mV | Cycle=3
    🔬 SLOT 29 DETAILS: Detected=KLVR-AA | AAA_ON=1090mV | AAA_OFF=1132mV | Δ=-42mV | Cycle=2
#403 15:06:32 | [AAA TEST] Total: 24 | Detected AAA: 22 | Failed to detect:  2 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1554mV | Δ=1552mV | Cycle=3
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1060mV | AAA_OFF=1106mV | Δ= -46mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=1560mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    🚨 SLOT 29: KLVR-AA  | AAA_ON=1090mV | AAA_OFF=1132mV | Δ= -42mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=1560mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=1554mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=1572mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=1554mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=1548mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1594mV | Δ=1588mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=1562mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 2 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1060mV | AAA_OFF=1106mV | Δ=-46mV | Cycle=3
    🔬 SLOT 29 DETAILS: Detected=KLVR-AA | AAA_ON=1090mV | AAA_OFF=1132mV | Δ=-42mV | Cycle=2
#404 15:06:33 | [AAA TEST] Total: 24 | Detected AAA: 22 | Failed to detect:  2 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1554mV | Δ=1552mV | Cycle=3
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1060mV | AAA_OFF=1106mV | Δ= -46mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=1560mV | Cycle=3
