KLVR Charger Detection Monitor - Started 2025-08-26 15:42:59
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:43:04 | ❌ Connection failed
#  2 15:43:09 | ❌ Connection failed
#  3 15:43:10 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  4 15:43:11 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  5 15:43:12 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  6 15:43:12 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  7 15:43:13 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  8 15:43:14 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  9 15:43:15 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 10 15:43:15 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 11 15:43:16 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1574mV | Δ= -34mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1520mV | Δ=  26mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1528mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=1
#272 15:46:30 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#273 15:46:31 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#274 15:46:31 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#275 15:46:32 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#276 15:46:33 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#277 15:46:34 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#278 15:46:34 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#279 15:46:35 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#280 15:46:36 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#281 15:46:37 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1584mV | Δ= -20mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1534mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1550mV | Δ= -14mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1590mV | Δ= -10mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1530mV | Δ=  34mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1550mV | Δ=  20mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1566mV | Δ= -20mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1588mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1582mV | Δ= -14mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1548mV | Δ= -28mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1574mV | Δ= -34mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1520mV | Δ=  26mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1528mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=1
#282 15:46:37 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 46 → 48
#283 15:46:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#284 15:46:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#285 15:46:40 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#286 15:46:40 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#287 15:46:41 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#288 15:46:42 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#289 15:46:43 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#290 15:46:43 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#291 15:46:44 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1584mV | Δ= -20mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1532mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1550mV | Δ= -14mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1590mV | Δ= -10mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1526mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1530mV | Δ=  34mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1550mV | Δ=  20mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1566mV | Δ= -20mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1588mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1582mV | Δ= -14mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1548mV | Δ= -28mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1574mV | Δ= -34mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1520mV | Δ=  26mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1528mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=1
#292 15:46:45 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#293 15:46:46 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#294 15:46:46 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#295 15:46:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#296 15:46:48 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#297 15:46:49 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#298 15:46:49 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#299 15:46:50 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#300 15:46:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#301 15:46:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1584mV | Δ= -20mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1550mV | Δ= -14mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1590mV | Δ= -10mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1530mV | Δ=  34mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1550mV | Δ=  20mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1554mV | Δ=   8mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1566mV | Δ= -20mV | Cycle=3
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1588mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1586mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1582mV | Δ= -14mV | Cycle=2
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1520mV | AAA_OFF=1548mV | Δ= -28mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1574mV | Δ= -34mV | Cycle=2
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1540mV | Δ=  16mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1520mV | Δ=  26mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1528mV | Δ=  12mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1564mV | Δ=  -4mV | Cycle=1
#302 15:46:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#303 15:46:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#304 15:46:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#305 15:46:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#306 15:46:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#307 15:46:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#308 15:46:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#309 15:46:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#310 15:46:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#311 15:46:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1584mV | Δ= -20mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=  -6mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1550mV | Δ= -14mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1590mV | Δ= -10mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1526mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1530mV | Δ=  34mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1550mV | Δ=  20mV | Cycle=1
