KLVR Charger Detection Monitor - Started 2025-08-26 15:07:09
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:07:14 | ❌ Connection failed
#  2 15:07:20 | ❌ Connection failed
#  3 15:07:25 | ❌ Connection failed
#  4 15:07:31 | ❌ Connection failed
#  5 15:07:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  6 15:07:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  7 15:07:34 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  8 15:07:35 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  9 15:07:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 10 15:07:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 11 15:07:37 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1192mV | Δ= 368mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1232mV | Δ= 306mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1238mV | Δ= 308mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1230mV | Δ= 340mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1212mV | Δ= 348mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1214mV | Δ= 346mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1264mV | Δ= 310mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1234mV | Δ= 346mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1266mV | Δ= 300mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1256mV | Δ= 336mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1232mV | Δ= 316mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1240mV | Δ= 310mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1240mV | Δ= 348mV | Cycle=1
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1242mV | Δ= 300mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1220mV | Δ= 334mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1254mV | Δ= 330mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1266mV | Δ= 284mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#183 15:09:44 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1264mV | Δ= 298mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1236mV | Δ= 346mV | Cycle=1
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1232mV | Δ= 306mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1238mV | Δ= 308mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1230mV | Δ= 340mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1212mV | Δ= 348mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1214mV | Δ= 346mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1264mV | Δ= 310mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1234mV | Δ= 346mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1266mV | Δ= 300mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1256mV | Δ= 336mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1232mV | Δ= 316mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1240mV | Δ= 310mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1240mV | Δ= 348mV | Cycle=1
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1242mV | Δ= 300mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1220mV | Δ= 334mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1254mV | Δ= 330mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1266mV | Δ= 284mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#184 15:09:45 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1264mV | Δ= 298mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1236mV | Δ= 346mV | Cycle=1
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1232mV | Δ= 306mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1238mV | Δ= 308mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1230mV | Δ= 340mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1212mV | Δ= 348mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1214mV | Δ= 346mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1264mV | Δ= 310mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1234mV | Δ= 346mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1266mV | Δ= 300mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1256mV | Δ= 336mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1232mV | Δ= 316mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1240mV | Δ= 310mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1240mV | Δ= 348mV | Cycle=1
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1242mV | Δ= 300mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1220mV | Δ= 334mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1254mV | Δ= 330mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1266mV | Δ= 284mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#185 15:09:46 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1264mV | Δ= 298mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1236mV | Δ= 346mV | Cycle=1
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1232mV | Δ= 306mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1238mV | Δ= 308mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1230mV | Δ= 340mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1212mV | Δ= 348mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1214mV | Δ= 346mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1264mV | Δ= 310mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1234mV | Δ= 346mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1266mV | Δ= 300mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1256mV | Δ= 336mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1232mV | Δ= 316mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1240mV | Δ= 310mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1240mV | Δ= 348mV | Cycle=1
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1242mV | Δ= 300mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1220mV | Δ= 334mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1254mV | Δ= 330mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1266mV | Δ= 284mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#186 15:09:47 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1264mV | Δ= 298mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1236mV | Δ= 346mV | Cycle=1
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1232mV | Δ= 306mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1238mV | Δ= 308mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1230mV | Δ= 340mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1212mV | Δ= 348mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1214mV | Δ= 346mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1264mV | Δ= 310mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1234mV | Δ= 346mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1266mV | Δ= 300mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1256mV | Δ= 336mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1232mV | Δ= 316mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1240mV | Δ= 310mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1240mV | Δ= 348mV | Cycle=1
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1242mV | Δ= 300mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1220mV | Δ= 334mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1254mV | Δ= 330mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1266mV | Δ= 284mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#187 15:09:47 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1264mV | Δ= 298mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1236mV | Δ= 346mV | Cycle=1
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1232mV | Δ= 306mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1238mV | Δ= 308mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1230mV | Δ= 340mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1212mV | Δ= 348mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1214mV | Δ= 346mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1264mV | Δ= 310mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1234mV | Δ= 346mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1266mV | Δ= 300mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1256mV | Δ= 336mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1232mV | Δ= 316mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1240mV | Δ= 310mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1240mV | Δ= 348mV | Cycle=1
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1242mV | Δ= 300mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1220mV | Δ= 334mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1254mV | Δ= 330mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1266mV | Δ= 284mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#188 15:09:48 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1264mV | Δ= 298mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1236mV | Δ= 346mV | Cycle=1
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1232mV | Δ= 306mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1238mV | Δ= 308mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1230mV | Δ= 340mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1212mV | Δ= 348mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1214mV | Δ= 346mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1264mV | Δ= 310mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1234mV | Δ= 346mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1266mV | Δ= 300mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1256mV | Δ= 336mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1232mV | Δ= 316mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1240mV | Δ= 310mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1240mV | Δ= 348mV | Cycle=1
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1242mV | Δ= 300mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1220mV | Δ= 334mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1254mV | Δ= 330mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1266mV | Δ= 284mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#189 15:09:49 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1264mV | Δ= 298mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1236mV | Δ= 346mV | Cycle=1
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1232mV | Δ= 306mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1238mV | Δ= 308mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1230mV | Δ= 340mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1212mV | Δ= 348mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1214mV | Δ= 346mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=3
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1264mV | Δ= 310mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1234mV | Δ= 346mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1266mV | Δ= 300mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1256mV | Δ= 336mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1232mV | Δ= 316mV | Cycle=2
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1240mV | Δ= 310mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1240mV | Δ= 348mV | Cycle=1
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1242mV | Δ= 300mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1220mV | Δ= 334mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1254mV | Δ= 330mV | Cycle=3
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1266mV | Δ= 284mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#190 15:09:50 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1254mV | Δ= 306mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1238mV | Δ= 316mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1242mV | Δ= 310mV | Cycle=2
